[GENERAL]
DATE=July 16, 2018 at 17:47:41
CYME_VERSION=7.00
CYMDIST_REVISION=06

[SI]

[CONCENTRIC NEUTRAL CABLE]
FORMAT_CONCENTRICNEUTRALCABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,NumberOfPhases,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,PhaseCondID,NeutralCondID,NeutralWires,InsulationType,InsulationDielectricConst,InsulationDiameter,Dab,Dbc,Dac,RatedLevel,ContinuousTemperatureRating,SCCurrentTemperatureRating,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Favorite,Comments
3P10AL_2130,0.674800,0.210100,1.142700,0.233200,1.552800,1.552800,137.000000,137.000000,137.000000,137.000000,137.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10AL_801,0.674800,0.188100,1.144900,0.207400,2.440200,2.440200,206.000000,206.000000,206.000000,206.000000,206.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10AL_811,0.674800,0.188100,1.144900,0.207400,2.440100,2.440100,206.000000,206.000000,206.000000,206.000000,206.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10AL_814,0.674800,0.188100,1.144900,0.207400,2.440100,2.440100,135.000000,135.000000,135.000000,135.000000,135.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10AL_821,0.674800,0.188100,1.144900,0.207400,2.440100,2.440100,206.000000,206.000000,206.000000,206.000000,206.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10AL_831,0.674800,0.210100,1.142700,0.233200,1.552800,1.552800,188.000000,188.000000,188.000000,188.000000,188.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10CU_1033,0.343500,0.163500,0.637000,0.121600,4.658100,4.658100,245.000000,245.000000,245.000000,245.000000,245.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P10CU_2081,0.343500,0.205900,0.635300,0.168700,1.552800,1.552800,309.000000,309.000000,309.000000,309.000000,309.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P20AL_1051,0.541100,0.180800,0.917500,0.164500,2.440200,2.440200,223.000000,223.000000,223.000000,223.000000,223.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P20CU_1054,0.353100,0.174400,0.746600,0.162700,2.617600,2.617600,282.000000,282.000000,282.000000,282.000000,282.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P20CU_1102,0.353100,0.174400,0.746600,0.162700,2.617600,2.617600,366.000000,366.000000,366.000000,366.000000,366.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P20CU_1103,0.353100,0.174400,0.746600,0.162700,2.617600,2.617600,282.000000,282.000000,282.000000,282.000000,282.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P250CU_1134,0.159700,0.418800,0.449500,1.248300,3.970400,3.970400,360.000000,360.000000,360.000000,360.000000,360.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2AL_1202,1.060000,0.201700,1.770000,0.363000,2.085300,2.085300,105.000000,105.000000,105.000000,105.000000,105.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2AL_841,1.060000,0.201700,1.770000,0.363000,2.085300,2.085300,158.000000,158.000000,158.000000,158.000000,158.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2AL_851,1.060000,0.201700,1.770000,0.363000,2.085100,2.085100,158.000000,158.000000,158.000000,158.000000,158.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2AL_854,1.060000,0.201700,1.770000,0.363000,2.085100,2.085100,105.000000,105.000000,105.000000,105.000000,105.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2AL_861,1.060000,0.201700,1.770000,0.363000,2.085200,2.085200,158.000000,158.000000,158.000000,158.000000,158.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2CU_1088,0.648700,0.200000,1.119400,0.218400,2.085100,2.085100,251.000000,251.000000,251.000000,251.000000,251.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2CU_1089,0.648700,0.200000,1.119400,0.218400,2.085100,2.085100,193.000000,193.000000,193.000000,193.000000,193.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2CU_1090,0.648700,0.200000,1.119400,0.218400,2.085200,2.085200,251.000000,251.000000,251.000000,251.000000,251.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P2CU_1091,0.648700,0.200000,1.119400,0.218400,2.085200,2.085200,193.000000,193.000000,193.000000,193.000000,193.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P300CU_1007,0.164600,0.143800,0.457100,0.104500,7.142500,7.142500,425.000000,425.000000,425.000000,425.000000,425.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350AL_1045,0.235000,0.138600,0.359500,0.090500,3.782400,3.782400,488.000000,488.000000,488.000000,488.000000,488.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350AL_1046,0.235000,0.138600,0.359500,0.090500,3.782400,3.782400,379.000000,379.000000,379.000000,379.000000,379.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350AL_1047,0.235000,0.138600,0.359500,0.090500,3.782400,3.782400,488.000000,488.000000,488.000000,488.000000,488.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350AL_1048,0.235000,0.138600,0.359500,0.090500,3.782400,3.782400,379.000000,379.000000,379.000000,379.000000,379.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350CU_1021,0.147600,0.151700,0.386900,0.104700,3.771100,3.771100,470.000000,470.000000,470.000000,470.000000,470.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350CU_1022,0.147600,0.151700,0.386900,0.104700,3.771200,3.771200,470.000000,470.000000,470.000000,470.000000,470.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P350CU_1140,0.147600,0.151700,0.386900,0.104700,3.771200,3.771200,607.000000,607.000000,607.000000,607.000000,607.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_1194,0.356400,0.165000,0.583100,0.113200,3.105800,3.105800,211.000000,211.000000,211.000000,211.000000,211.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_881,0.356400,0.165000,0.583100,0.113200,3.105800,3.105800,305.000000,305.000000,305.000000,305.000000,305.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_891,0.356400,0.165000,0.583100,0.113200,3.105700,3.105700,305.000000,305.000000,305.000000,305.000000,305.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_895,0.356400,0.165000,0.583100,0.113200,3.105700,3.105700,211.000000,211.000000,211.000000,211.000000,211.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_901,0.356400,0.165000,0.583100,0.113200,3.105700,3.105700,305.000000,305.000000,305.000000,305.000000,305.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_905,0.356400,0.165000,0.583100,0.113200,3.105700,3.105700,211.000000,211.000000,211.000000,211.000000,211.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_911,0.356200,0.184200,0.582600,0.134300,1.907700,1.907700,277.000000,277.000000,277.000000,277.000000,277.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40AL_915,0.356200,0.184200,0.582600,0.134300,1.907700,1.907700,198.000000,198.000000,198.000000,198.000000,198.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P40CU_1049,0.200500,0.148400,0.325000,0.099600,3.105500,3.105500,361.000000,361.000000,361.000000,361.000000,361.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P500AL_1020,0.162600,0.148100,0.454200,0.111500,4.347900,4.347900,441.000000,441.000000,441.000000,441.000000,441.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P500CU_1002,0.099900,0.137700,0.267500,0.093000,3.327400,3.327400,532.000000,532.000000,532.000000,532.000000,532.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P500CU_1008,0.099800,0.125700,0.267700,0.080300,8.784400,8.784400,684.000000,684.000000,684.000000,684.000000,684.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P500CU_1023,0.099900,0.137700,0.267500,0.093000,3.327500,3.327500,532.000000,532.000000,532.000000,532.000000,532.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P500CU_1024,0.099900,0.137700,0.267500,0.093000,3.327500,3.327500,685.000000,685.000000,685.000000,685.000000,685.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P500CU_1135,0.099800,0.125700,0.267700,0.080300,8.784400,8.784400,517.000000,517.000000,517.000000,517.000000,517.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_1003,0.123300,0.122000,0.305200,0.079300,10.737000,10.737000,530.000000,530.000000,530.000000,530.000000,530.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_1032,0.123200,0.132100,0.304900,0.090300,5.146400,5.146400,541.000000,541.000000,541.000000,541.000000,541.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_1198,0.123200,0.132100,0.304900,0.090300,5.146500,5.146500,541.000000,541.000000,541.000000,541.000000,541.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_961,0.123200,0.132100,0.304900,0.090300,5.146800,5.146800,690.000000,690.000000,690.000000,690.000000,690.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_971,0.123200,0.132100,0.304900,0.090300,5.146500,5.146500,690.000000,690.000000,690.000000,690.000000,690.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_972,0.123000,0.148600,0.304500,0.108500,2.883800,2.883800,553.000000,553.000000,553.000000,553.000000,553.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_981,0.123200,0.132100,0.304900,0.090300,5.146400,5.146400,690.000000,690.000000,690.000000,690.000000,690.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_982,0.123000,0.148600,0.304500,0.108500,2.883800,2.883800,553.000000,553.000000,553.000000,553.000000,553.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_991,0.123000,0.148600,0.304500,0.108500,2.883800,2.883800,678.000000,678.000000,678.000000,678.000000,678.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750AL_992,0.123000,0.148600,0.304500,0.108500,2.883800,2.883800,553.000000,553.000000,553.000000,553.000000,553.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750CU_1000,0.086900,0.117200,0.175300,0.065600,5.146400,5.146400,641.000000,641.000000,641.000000,641.000000,641.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750CU_1001,0.086900,0.117200,0.175300,0.065600,5.146400,5.146400,821.000000,821.000000,821.000000,821.000000,821.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750CU_1204,0.086900,0.117200,0.175300,0.065600,5.146500,5.146500,821.000000,821.000000,821.000000,821.000000,821.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P750CU_1205,0.086900,0.117200,0.175300,0.065600,5.146500,5.146500,641.000000,641.000000,641.000000,641.000000,641.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3P8CU_1006,2.361200,0.529600,2.735100,1.825400,3.092600,3.092600,65.000000,65.000000,65.000000,65.000000,65.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
3PSP07AL_2155,0.104400,0.113100,0.305100,0.096900,5.146500,5.146500,482.000000,482.000000,482.000000,482.000000,482.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
4/0_XLPE,0.280800,0.754300,0.266800,0.226300,89.063797,89.063797,304.000000,304.000000,304.000000,304.000000,304.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
4150,0.230100,0.378300,0.099200,2.051900,0.000000,0.000000,343.000000,343.000000,343.000000,343.000000,343.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
4185,0.186700,0.334900,0.096100,2.038300,0.000000,0.000000,388.000000,388.000000,388.000000,388.000000,388.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
4240,0.143900,0.292100,0.090500,2.025000,0.000000,0.000000,447.000000,447.000000,447.000000,447.000000,447.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
500_PILC,0.184700,0.344500,0.186300,0.092100,122.132004,122.132004,553.000000,553.000000,553.000000,553.000000,553.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
500_XLPE,0.184700,0.344500,0.186300,0.092100,122.132004,122.132004,553.000000,553.000000,553.000000,553.000000,553.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
5050,1.012000,1.160200,0.273300,1.820600,0.000000,0.000000,158.000000,158.000000,158.000000,158.000000,158.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
5240,0.222300,0.370500,0.221700,1.770600,0.000000,0.000000,369.000000,369.000000,369.000000,369.000000,369.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
750_XLPE,0.152900,0.228400,0.140600,0.069200,141.587006,141.587006,696.000000,696.000000,696.000000,696.000000,696.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
AL3X35+1X50,0.789000,0.880000,0.094800,1.480000,0.000000,0.000000,114.000000,114.000000,114.000000,114.000000,114.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
AL3X50+1X50,0.744000,0.760000,0.091000,1.910000,0.000000,0.000000,140.000000,140.000000,140.000000,140.000000,140.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
AL3X70+1X50,0.545100,0.520000,0.089400,1.820000,0.000000,0.000000,181.000000,181.000000,181.000000,181.000000,181.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
CU3X120-1X70,0.195000,0.343200,0.068900,0.937100,0.000000,0.000000,350.000000,350.000000,350.000000,350.000000,350.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
CU3X70-1X35,0.341000,0.439800,0.070700,1.440000,0.000000,0.000000,260.000000,260.000000,260.000000,260.000000,260.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
EP185,0.206300,0.354500,0.238400,1.763800,0.000000,0.000000,386.000000,386.000000,386.000000,386.000000,386.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,
EP70,0.520700,0.668900,0.271000,1.796400,0.000000,0.000000,216.000000,216.000000,216.000000,216.000000,216.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,




[CONDUCTOR]
FORMAT_CONDUCTOR=ID,Diameter,GMR,R25,R50,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,Material,CodeWord,ConstructionType,InsideDiameter,FirstResistanceDC,SecondResistanceDC,Size_mm2,Favorite,Comments
DEFAULT,2.179300,0.883900,0.121800,0.121800,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
NONE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,0,,0,0.000000,0.000000,0.000000,0.000000,0,
#2_ACSR_6/1,0.803000,0.127000,0.850100,1.010400,228.000000,228.000000,228.000000,228.000000,228.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
#2_ARV_7STR,0.792000,0.287200,0.864100,0.939000,239.000000,239.000000,239.000000,239.000000,239.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
