[GENERAL]
DATE=July 16, 2018 at 17:47:41
CYME_VERSION=7.00
CYMDIST_REVISION=06

[SI]

[CONCENTRIC NEUTRAL CABLE]
FORMAT_CONCENTRICNEUTRALCABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,NumberOfPhases,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,PhaseCondID,NeutralCondID,NeutralWires,InsulationType,InsulationDielectricConst,InsulationDiameter,Dab,Dbc,Dac,RatedLevel,ContinuousTemperatureRating,SCCurrentTemperatureRating,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Favorite,Comments
#2_CU_7STR,0.741700,0.269100,0.548100,0.599000,304.000000,304.000000,304.000000,304.000000,304.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
#4_ACSR_6/1,0.635000,0.133200,1.351500,1.572700,172.000000,172.000000,172.000000,172.000000,172.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
#4_CU_1STR,0.518200,0.202100,0.853800,0.934000,233.000000,233.000000,233.000000,233.000000,233.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
#6_CU_1STR,0.411500,0.160300,1.354600,1.485100,175.000000,175.000000,175.000000,175.000000,175.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
03_AC_G_ANDE,0.300000,0.117000,28.700001,28.700001,10.000000,10.000000,10.000000,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
07_AC_G_ANDE,0.700000,0.272650,17.246700,18.468000,34.400002,34.400002,34.400002,34.400002,34.400002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
1/0_ACSR_6/1,1.010900,0.135900,0.535600,0.646900,301.000000,301.000000,301.000000,301.000000,301.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
1/0_ARV_7STR,0.999000,0.361800,0.543600,0.590800,321.000000,321.000000,321.000000,321.000000,321.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
1/0_CU_7STR,0.934700,0.339200,0.344900,0.377200,405.000000,405.000000,405.000000,405.000000,405.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
120_AL_A_ANDE,1.430000,0.535800,0.307800,0.327500,342.500000,342.500000,342.500000,342.500000,342.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
120AA,1.430000,0.535800,0.307800,0.327500,342.500000,342.500000,342.500000,342.500000,342.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
120CU,1.430000,0.535800,0.169400,0.181100,460.500000,460.500000,460.500000,460.500000,460.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
150_AL_A_ANDE,1.580000,0.610400,0.246200,0.262000,395.489990,395.489990,395.489990,395.489990,395.489990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
150AA,1.580000,0.610400,0.246200,0.262000,395.489990,395.489990,395.489990,395.489990,395.489990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
150AADT,1.580000,2.420000,0.109400,0.131000,791.000000,791.000000,791.000000,791.000000,791.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
150CU,1.580000,0.610400,0.135500,0.144900,531.010010,531.010010,531.010010,531.010010,531.010010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
16,1.580000,6.104100,0.246200,0.262000,395.450012,395.450012,395.450012,395.450012,395.450012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
16_AC_G_ANDE,1.600000,0.623200,17.246700,18.468000,34.400002,34.400002,34.400002,34.400002,34.400002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
16_AL_A_ANDE,0.510000,0.188000,2.308300,2.455900,94.400002,94.400002,94.400002,94.400002,94.400002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
16AA,0.510000,0.188000,2.308300,2.455900,94.400002,94.400002,94.400002,94.400002,94.400002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
16CU,0.510000,0.188000,1.270500,1.358300,140.000000,140.000000,140.000000,140.000000,140.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
2/0_ACSR_6/1,1.135400,0.155500,0.426900,0.530000,345.000000,345.000000,345.000000,345.000000,345.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
2/0_ARV_7STR,1.122000,0.406300,0.431800,0.469200,372.000000,372.000000,372.000000,372.000000,372.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
2/0_CU_7STR,1.051600,0.381600,0.273400,0.298900,469.000000,469.000000,469.000000,469.000000,469.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
220AL,1.673000,7.392500,0.167900,0.178600,510.399994,510.399994,510.399994,510.399994,510.399994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
228AA,1.673000,0.739200,0.162000,0.172300,510.399994,510.399994,510.399994,510.399994,510.399994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
240AL,2.000000,0.772100,0.117800,0.143900,369.000000,369.000000,369.000000,369.000000,369.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
240CU,2.000000,0.772000,0.074000,0.091000,635.000000,635.000000,635.000000,635.000000,635.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
250_CU_12STR,1.524000,0.579700,0.146000,0.159700,694.000000,694.000000,694.000000,694.000000,694.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
25AA,0.650000,0.235000,1.477300,1.571800,125.000000,125.000000,125.000000,125.000000,125.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
25CU,0.650000,0.235000,0.813100,0.869300,186.000000,186.000000,186.000000,186.000000,186.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
266_ACSR_26/7,1.630700,0.661400,0.213800,0.234300,566.000000,566.000000,566.000000,566.000000,566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
266_ARV_19STR,1.605000,0.607300,0.217300,0.236100,625.000000,625.000000,625.000000,625.000000,625.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
336_ACSR_26/7,1.831300,0.743700,0.169600,0.186400,655.000000,655.000000,655.000000,655.000000,655.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
35_AL_A_ANDE,0.760000,0.278000,1.055200,1.122700,155.470001,155.470001,155.470001,155.470001,155.470001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
35AA,0.760000,0.278100,1.055200,1.122700,155.470001,155.470001,155.470001,155.470001,155.470001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
35CU,0.760000,0.278100,0.580800,0.620900,209.500000,209.500000,209.500000,209.500000,209.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
4/0_ACSR_6/1,1.430000,0.248100,0.269700,0.349800,452.000000,452.000000,452.000000,452.000000,452.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
4/0_ARV_7STR,1.415000,0.513300,0.271100,0.294600,498.000000,498.000000,498.000000,498.000000,498.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
4/0_CU_7STR,1.325900,0.481300,0.172700,0.188300,626.000000,626.000000,626.000000,626.000000,626.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
477_ACSR_26/7,2.179300,0.883900,0.119900,0.131700,818.000000,818.000000,818.000000,818.000000,818.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
500_CU_19STR,2.059900,0.780300,0.074300,0.081000,1068.000000,1068.000000,1068.000000,1068.000000,1068.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
50AA,0.910000,0.332300,0.738700,0.785900,195.000000,195.000000,195.000000,195.000000,195.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
50AL,0.930000,0.345800,0.565300,0.690600,158.000000,158.000000,158.000000,158.000000,158.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
50CU,0.910000,0.332300,0.406600,0.434700,262.000000,262.000000,262.000000,262.000000,262.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
556_ACSR_26/7,2.354600,0.954000,0.103200,0.113100,902.000000,902.000000,902.000000,902.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
70_AL_A_ANDE,1.080000,0.409200,0.527600,0.561300,242.240005,242.240005,242.240005,242.240005,242.240005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
70AA,1.080000,0.409200,0.527600,0.561300,242.240005,242.240005,242.240005,242.240005,242.240005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
70AADT,1.080000,0.409200,0.263800,0.280650,484.500000,484.500000,484.500000,484.500000,484.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
70CU,1.080000,0.409200,0.290400,0.310500,325.690002,325.690002,325.690002,325.690002,325.690002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
95_AL_A_ANDE,1.260000,0.477000,0.300000,0.413600,294.739990,294.739990,294.739990,294.739990,294.739990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
95AA,1.260000,0.476700,0.388800,0.413600,294.739990,294.739990,294.739990,294.739990,294.739990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
95CU,1.260000,0.476700,0.214000,0.228800,396.290009,396.290009,396.290009,396.290009,396.290009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ACG7,0.300000,0.150000,28.000000,32.139999,18.000000,18.000000,18.000000,18.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ACSR_0398,2.049800,0.823000,0.150000,0.150000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ACSR_0477,2.179300,0.883900,0.121800,0.121800,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ACSR_0557,2.349500,0.944900,0.100000,0.100000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ACSR_0954,2.959100,1.188700,0.060800,0.060800,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ACSR_1033,3.159800,1.280200,0.060000,0.060000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
AWG_0,0.950000,0.366000,0.390000,0.390000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
AWG_0_LEAD,0.950000,0.366000,3.120800,3.120800,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
AWG_0000,1.059200,0.487700,0.192700,0.192700,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
BUSS_2000_AMP,5.000000,0.127000,0.128000,0.128000,2000.000000,2000.000000,2000.000000,2000.000000,2000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
EQEARTH16AA,0.510000,0.188000,2.050000,2.505300,94.000000,94.000000,94.000000,94.000000,94.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
EQEARTH25AA,0.650000,0.235000,1.312000,1.621200,120.000000,120.000000,120.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
EQEARTH35AA,0.760000,0.278000,0.937100,1.172100,155.000000,155.000000,155.000000,155.000000,155.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
EQEARTH70AA,1.080000,0.409000,0.468600,0.610700,242.000000,242.000000,242.000000,242.000000,242.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
NINGUNO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ST_.375_NEUTRAL,0.950000,0.152400,2.170000,2.170000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,
ST_.500_NEUTRAL,1.270000,0.121900,1.429000,1.429000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,0,0.000000,0.000000,0.000000,0.000000,0,

[SPACING TABLE FOR LINE]
FORMAT_SPACINGTABLEFORLINE=ID,GMDPh-Ph,GMDPh-N,AvgPhCondHeight,AvgNeutralHeight,PosOfCond1_X,PosOfCond1_Y,PosOfCond2_X,PosOfCond2_Y,PosOfCond3_X,PosOfCond3_Y,PosOfNeutralCond_X,PosOfNeutralCond_Y,PosOfNeutralCond_N2_X,PosOfNeutralCond_N2_Y,BundleDistance,NBPhasesPerCircuit,NBConductorsPerPhase,NBNeutrals,TowerType,DistanceA,DistanceB,DistanceC,DistanceD,DistanceE,ConductorStatusN1,ConductorStatusN2,FootingResistanceN1,FootingResistanceN2,TowerSpanN1,TowerSpanN2,Favorite,Comments
DEFAULT,0.130000,0.150000,9.000000,10.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
ANDE_MMH1,,,,,0.000000,10.100000,,,,,,,,,0.010000,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE_MMHH1,,,,,0.000000,10.100000,,,,,,,,,0.010000,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE_MTDH1,,,,,0.000000,10.200000,1.450000,10.200000,2.200000,10.200000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE_MTHH1,,,,,0.000000,9.400000,1.450000,9.400000,2.200000,9.400000,1.100000,11.570000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE_REDH01,,,,,0.000000,6.000000,0.000000,6.250000,0.000000,6.500000,0.000000,7.000000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE-LA1,,,,,0.000000,9.000000,1.450000,9.000000,2.200000,9.000000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE-LA2,,,,,0.350000,9.000000,1.250000,9.000000,2.150000,9.000000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE-LA3,,,,,0.000000,9.000000,0.945000,9.000000,1.845000,9.000000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
ANDE-LA4,,,,,0.000000,9.000000,1.450000,9.000000,2.200000,9.000000,1.150000,10.200000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
BT,,,,,0.000000,6.000000,0.200000,6.000000,0.400000,6.000000,0.600000,6.000000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
BT_SLO_09,,,,,0.000000,6.750000,0.000000,6.500000,0.000000,6.250000,0.000000,7.000000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
CHACO1,,,,,0.000000,9.000000,0.950000,9.600000,1.900000,9.000000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
CHACO2,,,,,0.000000,9.000000,1.050000,9.600000,1.500000,9.000000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
CMP-3PH-NBP,0.941300,1.728600,10.000000,8.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
CONFIG3,,,,,0.000000,7.000000,0.750000,7.750000,1.500000,7.000000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
DEMO,1.259900,0.855000,9.000000,10.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MMHH1,,,,,0.000000,10.200000,,,,,,,,,0.010000,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
MRT,,,,,0.000000,9.000000,,,,,,,,,0.010000,1,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
MTDH1,,,,,0.000000,10.200000,1.450000,10.200000,2.200000,10.200000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
MTHH1,,,,,0.000000,9.400000,0.750000,9.400000,2.200000,9.400000,,,,,0.010000,3,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
RADH1,,,,,0.000000,5.700000,0.650000,5.700000,0.900000,5.700000,0.250000,5.700000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
RAMH1,,,,,0.000000,5.700000,,,,,0.400000,5.700000,,,0.010000,1,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
REDH1,,,,,0.000000,5.450000,0.000000,5.200000,0.000000,4.950000,0.000000,5.700000,,,0.010000,3,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
REMH1,,,,,0.000000,5.450000,0.000000,5.200000,,,0.000000,5.700000,,,0.010000,2,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
RETURN-EARTH,,,,,0.000000,9.000000,931.260010,9.000000,,,,,,,0.010000,2,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.000000,1.000000,300.000000,300.000000,0,
STD-1PH-NBP,1.350000,1.350000,9.000000,10.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
STD-2PH-NBP,1.828800,1.733800,9.000000,7.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
STD-3PH-NBP,0.936600,1.469000,9.000000,10.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
VRT-3PH-NBP,1.152100,2.156900,9.500000,7.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,

[LINE]
FORMAT_LINE=ID,PhaseCondID,NeutralCondID,SpacingID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,LockImpedance,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,Favorite,Comments
DEFAULT,70AA,70AA,REDH1,0.561300,1.133456,0.128232,0.964472,4.292447,1.648094,242.240005,242.240005,242.240005,242.240005,242.240005,0,0.000000,0.000000,0,
0016,16CU,NONE,ANDE-LA1,1.358300,1.506500,0.412600,1.646400,2.790600,1.242400,140.000000,140.000000,140.000000,140.000000,140.000000,1,0.000000,0.000000,0,
0025,25CU,NONE,ANDE-LA1,0.869300,1.017500,0.398600,1.632400,2.903000,1.264200,186.000000,186.000000,186.000000,186.000000,186.000000,1,0.000000,0.000000,0,
0035,35CU,NONE,MTDH1,0.620900,0.769097,0.243366,1.477180,2.976630,1.242950,209.500000,209.500000,209.500000,209.500000,209.500000,0,0.000000,0.000000,0,
0070,70CU,NONE,MTDH1,0.310500,0.458697,0.219088,1.452900,3.166390,1.274850,325.690002,325.690002,325.690002,325.690002,325.690002,0,0.000000,0.000000,0,
0095,95CU,NONE,MTDH1,0.228800,0.376997,0.209494,1.443300,3.257490,1.289370,396.290009,396.290009,396.290009,396.290009,396.290009,0,0.000000,0.000000,0,
0120,120CU,NONE,MTDH1,0.181100,0.329297,0.202155,1.435970,3.336290,1.301540,460.500000,460.500000,460.500000,460.500000,460.500000,0,0.000000,0.000000,0,
0150,150CU,NONE,MTDH1,0.144900,0.293097,0.193962,1.427770,3.401140,1.311290,531.010010,531.010010,531.010010,531.010010,531.010010,0,0.000000,0.000000,0,
1/0A,DEFAULT,DEFAULT,DEFAULT,0.550000,0.903000,0.493000,1.464000,4.016000,1.782000,255.000000,255.000000,255.000000,255.000000,255.000000,1,0.000000,0.000000,0,
1070,70AADT,NONE,MTDH1,0.280700,0.428900,0.272200,1.621700,3.166380,1.274850,484.500000,484.500000,484.500000,484.500000,484.500000,1,0.000000,0.000000,0,
1150,150AADT,NONE,ANDE-LA1,0.131000,0.279200,0.251900,1.485700,3.405500,1.351000,791.000000,791.000000,791.000000,791.000000,791.000000,1,0.000000,0.000000,0,
1F_ANDE_07_AC_MMH1,07_AC_G_ANDE,NONE,ANDE_MMH1,16.070000,32.139999,0.430000,0.865000,0.000000,0.000000,18.000000,18.000000,18.000000,18.000000,18.000000,1,0.000000,0.000000,0,
1F_ANDE_16_AC_MMH1,16_AC_G_ANDE,NONE,ANDE_MMH1,18.468000,18.517401,0.401300,0.812800,0.000000,0.000000,34.400002,34.400002,34.400002,34.400002,34.400002,1,0.000000,0.000000,0,
1F_ANDE_16_AC_MMHH1,16_AC_G_ANDE,NONE,ANDE_MMH1,18.468000,18.517401,0.401300,0.812800,0.000000,0.000000,34.400002,34.400002,34.400002,34.400002,34.400002,1,0.000000,0.000000,0,
1F_ANDE_35_AL_MMH1,35_AL_A_ANDE,NONE,ANDE_MMH1,1.122700,1.172100,0.388500,0.799800,2.976600,2.038300,155.470001,155.470001,155.470001,155.470001,155.470001,1,0.000000,0.000000,0,
1F_ANDE_35_AL_MMHH1,35_AL_A_ANDE,NONE,ANDE_MMH1,1.122700,1.172100,0.388500,0.799800,2.976600,2.038300,155.470001,155.470001,155.470001,155.470001,155.470001,1,0.000000,0.000000,0,
1P_#2ARV_#2N,#2_ARV_7STR,#2_ARV_7STR,STD-1PH-NBP,0.864100,1.297100,0.477900,1.449500,3.485100,1.869100,239.000000,239.000000,239.000000,239.000000,239.000000,1,0.000000,0.000000,0,
1P_#2CU_#2N,#2_CU_7STR,#2_CU_7STR,STD-1PH-NBP,0.548100,0.912700,0.482800,1.328700,3.447500,1.855600,304.000000,304.000000,304.000000,304.000000,304.000000,1,0.000000,0.000000,0,
1P_#2CU_#4N,#2_CU_7STR,#4_CU_1STR,STD-1PH-NBP,0.548100,0.970300,0.482800,1.453600,3.447500,1.842200,304.000000,304.000000,304.000000,304.000000,304.000000,1,0.000000,0.000000,0,
1P_#4ACSR_#4N,#4_ACSR_6/1,#4_ACSR_6/1,STD-1PH-NBP,1.351500,1.781700,0.535900,1.652400,3.361700,1.824700,172.000000,172.000000,172.000000,172.000000,172.000000,1,0.000000,0.000000,0,
1P_#4CU_#4N,#4_CU_1STR,#4_CU_1STR,STD-1PH-NBP,0.853800,1.276000,0.504400,1.475200,3.255600,1.785900,233.000000,233.000000,233.000000,233.000000,233.000000,1,0.000000,0.000000,0,
1P_#6CU_#6N,#6_CU_1STR,#6_CU_1STR,STD-1PH-NBP,1.354600,1.787900,0.521900,1.639400,3.143100,1.744300,175.000000,175.000000,175.000000,175.000000,175.000000,1,0.000000,0.000000,0,
1P_1/0ACSR_#2N,1/0_ACSR_6/1,#2_ACSR_6/1,STD-1PH-NBP,0.535600,0.945000,0.534300,1.508100,3.632400,1.911200,301.000000,301.000000,301.000000,301.000000,301.000000,1,0.000000,0.000000,0,
